Identificador, "Codigo externo do registro", Etapa   , "Data da criacao" , "Momento do ultimo ganho", "Momento da ultima perda", "Na mesma etapa desde", "Codigo - Oferta de curso", "Nome - Oferta de curso", "Identificador da pessoa", "Codigo externo da pessoa", "Nome da pessoa"                , "Nome do responsavel", Atividade    , "E-mail da pessoa"       , "E-mails secundarios", "Telefone da pessoa", "Telefones secundarios", CPF        , "Data de nascimento", "Valor da oportunidade", "Data da atividade", "Forma de ingresso", "Grau de instrucao", "Escola de origem", "Nota do ENEM", "Processo seletivo", Unidade, Modalidade, Status        , "Local da oferta", Canal      , "Resumo atual"  , Objecao, "Observacoes da perda", Endereco, Numero , Bairro , Cidade , UF     , Concorrentes, Probabilidade, "[AE] Situacao de matricula", "Area de Preferencia", "[AE] % de nota geral", "[AE] % de frequencia geral", "[AE] Satisfacao", "[AE] Qtd de lancamentos Vencidos", Matematica, "Portugues ", Literatura, Redacao, Quimica, Fisica, Biologia, Geografia, Historia, Filosofia, Sociologia, Artes, Curso
          154, "- - -"                     , "- - -" , "15/06/2025 16:45", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       177, "- - -"                   , "Igor Malta"                    , "- - -"              , "Sem agendar", igormalta@email.com      , "- - -"              , +5511998706541      , "- - -"                , 64269326042, 18/06/2004          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Artes                , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         78,           79,         82,      80,      74,     76,       78,        79,       76,        80,         81,    90, Artes Plásticas
          153, "- - -"                     , "- - -" , "15/06/2025 16:38", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       176, "- - -"                   , "Bet�nia Marques"               , "- - -"              , "Sem agendar", betmarq@email.com        , "- - -"              , +5511995123480      , "- - -"                , 02132702004, 17/08/2004          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Artes                , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         71,           78,         86,      79,      73,     72,       71,        76,       76,        78,         78,    90, Artes Cênicas
          152, "- - -"                     , "- - -" , "15/06/2025 16:38", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       175, "- - -"                   , "Mateus Duarte"                 , "- - -"              , "Sem agendar", matt@email.com           , "- - -"              , +5533966665555      , "- - -"                , 47785418047, 11/01/2008          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Exatas               , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         82,           74,         65,      73,      88,     74,       63,        68,       67,        69,         80,    65, Química
          151, "- - -"                     , "- - -" , "15/06/2025 16:37", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       174, "- - -"                   , "Lucas Lima"                    , "- - -"              , "Sem agendar", lucaslima@email.com      , "- - -"              , +5571952467801      , "- - -"                , 91534270094, 24/02/2007          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Artes                , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         75,           73,         90,      86,      52,     50,       72,        76,       73,        77,         78,    91, Artes Cênicas
          150, "- - -"                     , "- - -" , "15/06/2025 16:36", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       173, "- - -"                   , "Murilo Matos"                  , "- - -"              , "Sem agendar", murilo@email.com         , "- - -"              , +5538974147414      , "- - -"                , 12983557022, 08/08/2009          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Exatas               , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         91,           63,         87,      85,      74,     90,       85,        74,       62,        68,         93,    80, Engenharia de Alimentos
          149, "- - -"                     , "- - -" , "15/06/2025 16:36", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       172, "- - -"                   , "Amanda Fernandes"              , "- - -"              , "Sem agendar", amandafer@email.com      , "- - -"              , +5521966443721      , "- - -"                , 72221681096, 13/04/2008          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Artes                , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         86,           87,         96,      88,      86,     85,       87,        82,       81,        80,         83,    94, Artes Cênicas
          148, "- - -"                     , "- - -" , "15/06/2025 16:35", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       171, "- - -"                   , "Matilda Neves"                 , "- - -"              , "Sem agendar", matild@email.com         , "- - -"              , +5531944112233      , "- - -"                , 11427538085, 30/04/2007          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Exatas               , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         89,           63,         87,      68,      74,     96,       63,        68,       71,        65,         66,    68, Engenharia de Alimentos
          147, "- - -"                     , "- - -" , "15/06/2025 16:34", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       169, "- - -"                   , "Ronaldo Fernandes"             , "- - -"              , "Sem agendar", ronfer@email.com         , "- - -"              , +5541955248700      , "- - -"                , 87333959007, 12/04/2009          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Artes                , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         80,           82,         90,      81,      75,     76,       80,        73,       72,        76,         75,    89, Artes Cênicas
          146, "- - -"                     , "- - -" , "15/06/2025 16:34", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       170, "- - -"                   , "Matias Souza"                  , "- - -"              , "Sem agendar", mat@email.com            , "- - -"              , +5531988445522      , "- - -"                , 60759724040, 12/03/2009          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Exatas               , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         93,           86,         71,      74,      63,     88,       70,        63,       62,        85,         80,    84, Engenharia de Alimentos
          145, "- - -"                     , "- - -" , "15/06/2025 16:33", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       168, "- - -"                   , "Miriam Soares"                 , "- - -"              , "Sem agendar", mir@email.com            , "- - -"              , +5532988441122      , "- - -"                , 30726134007, 10/06/2007          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Exatas               , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         91,           84,         73,      74,      76,     98,       85,        80,       87,        62,         63,    61, Engenharia de Alimentos
          144, "- - -"                     , "- - -" , "15/06/2025 16:31", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       167, "- - -"                   , "Jean Lima"                     , "- - -"              , "Sem agendar", jeanlima@email.com       , "- - -"              , +5545966852122      , "- - -"                , 88647769074, 04/05/2000          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Artes                , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         58,           71,         79,      80,      64,     61,       59,        66,       61,        59,         61,    80, Teatro
          143, "- - -"                     , "- - -" , "15/06/2025 16:31", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       166, "- - -"                   , "Leila Azevedo"                 , "- - -"              , "Sem agendar", leila@email.com          , "- - -"              , +5532988553366      , "- - -"                , 21264131011, 16/07/2008          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Exatas               , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         91,           74,         76,      85,      65,     90,       93,        83,       87,        80,         63,    68, Engenharia Ambiental
          142, "- - -"                     , "- - -" , "15/06/2025 16:29", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       165, "- - -"                   , "Gael Figueiredo"               , "- - -"              , "Sem agendar", gaelfi@email.com         , "- - -"              , +5513998520631      , "- - -"                , 84806368075, 30/06/2008          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Artes                , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         80,           85,         93,      92,      84,     82,       81,        80,       83,        82,         80,    96, Teatro
          141, "- - -"                     , "- - -" , "15/06/2025 16:29", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       164, "- - -"                   , "Lara Santos"                   , "- - -"              , "Sem agendar", lara@email.com           , "- - -"              , +5533900887480      , "- - -"                , 60837283043, 25/04/2010          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Exatas               , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         91,           85,         74,      88,      76,     90,       89,        70,       74,        71,         65,    60, Engenharia Ambiental
          140, "- - -"                     , "- - -" , "15/06/2025 16:28", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       163, "- - -"                   , "Luka Reis"                     , "- - -"              , "Sem agendar", luka@email.com           , "- - -"              , +5531980741235      , "- - -"                , 84666330062, 02/06/2015          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Exatas               , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         94,           65,         62,      63,      61,     94,       88,        65,       74,        71,         80,    84, Engenharia Ambiental
          139, "- - -"                     , "- - -" , "15/06/2025 16:28", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       162, "- - -"                   , "C�ntia Chagas"                 , "- - -"              , "Sem agendar", cicich@email.com         , "- - -"              , +5551966554477      , "- - -"                , 39004356002, 05/11/2010          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Artes                , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         77,           81,         91,      89,      77,     72,       78,        80,       81,        81,         82,    90, Teatro
          138, "- - -"                     , "- - -" , "15/06/2025 16:27", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       161, "- - -"                   , "Larissa Matias"                , "- - -"              , "Sem agendar", lari@email.com           , "- - -"              , +5532988552233      , "- - -"                , 51033141003, 17/08/2005          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Exatas               , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         93,           68,         63,      64,      67,     92,       98,        74,       73,        77,         63,    65, Engenharia Ambiental
          137, "- - -"                     , "- - -" , "15/06/2025 16:26", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       160, "- - -"                   , "Fabiana Lins"                  , "- - -"              , "Sem agendar", fabilins@email.com       , "- - -"              , +5511999554412      , "- - -"                , 63712306032, 04/12/2010          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Artes                , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         75,           78,         88,      86,      74,     68,       75,        76,       76,        77,         77,    90, Teatro
          136, "- - -"                     , "- - -" , "15/06/2025 16:25", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       159, "- - -"                   , "Kamila Tostes"                 , "- - -"              , "Sem agendar", kam@email.com            , "- - -"              , +5531988552233      , "- - -"                , 82846691029, 28/02/2008          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Exatas               , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         96,           63,         87,      65,      98,     91,       74,        73,       76,        79,         81,    63, Engenharia Química
          135, "- - -"                     , "- - -" , "15/06/2025 16:24", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       158, "- - -"                   , "Kesia Gon�alves"               , "- - -"              , "Sem agendar", kesia@email.com          , "- - -"              , +5531988888888      , "- - -"                , 42518201009, 31/10/2011          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Exatas               , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         96,           63,         85,      70,      99,     98,       64,        71,       77,        62,         60,    68, Engenharia Química
          134, "- - -"                     , "- - -" , "15/06/2025 16:23", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       157, "- - -"                   , "Kaline Lima"                   , "- - -"              , "Sem agendar", kali@email.com           , "- - -"              , +5533985885258      , "- - -"                , 47778937077, 30/08/2010          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Exatas               , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         96,           85,         77,      74,      96,     91,       80,        67,       64,        70,         81,    77, Engenharia Química
          133, "- - -"                     , "- - -" , "15/06/2025 16:22", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       156, "- - -"                   , "Kaio Gomes"                    , "- - -"              , "Sem agendar", kaio@email.com           , "- - -"              , +5533963441177      , "- - -"                , 18143046060, 30/09/2007          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Exatas               , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         93,           65,         66,      67,      96,     99,       85,        74,       71,        65,         68,    60, Engenharia Química
          132, "- - -"                     , "- - -" , "15/06/2025 16:20", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       155, "- - -"                   , "Jaqueline Arruda"              , "- - -"              , "Sem agendar", jac@email.com            , "- - -"              , +5533963636363      , "- - -"                , 85815735094, 27/08/2006          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Exatas               , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         99,           85,         71,      74,      65,     90,       60,        63,       85,        87,         62,    66, Engenharia Mecânica
          131, "- - -"                     , "- - -" , "15/06/2025 16:19", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       154, "- - -"                   , "J�nio Quadros"                 , "- - -"              , "Sem agendar", jan@email.com            , "- - -"              , 36985511447         , "- - -"                , 69868399017, 04/07/2010          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Exatas               , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         95,           87,         62,      63,      67,     96,       80,        74,       71,        74,         65,    66, Engenharia Mecânica
          130, "- - -"                     , "- - -" , "15/06/2025 16:18", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       153, "- - -"                   , "Jessica Sena"                  , "- - -"              , "Sem agendar", jess@email.com           , "- - -"              , 36985258074         , "- - -"                , 78573623012, 07/08/2014          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Exatas               , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         93,           65,         74,      67,      65,     98,       87,        82,       86,        88,         96,    71, Engenharia Mecânica
          129, "- - -"                     , "- - -" , "15/06/2025 16:16", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       152, "- - -"                   , "Imola Dias"                    , "- - -"              , "Sem agendar", im@email.com             , "- - -"              , +5531966335588      , "- - -"                , 94034595060, 08/07/2011          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Exatas               , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         93,           68,         61,      64,      70,     90,       65,        66,       78,        81,         65,    70, Engenharia Mecânica
          128, "- - -"                     , "- - -" , "15/06/2025 16:13", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       151, "- - -"                   , "Daniel Louro"                  , "- - -"              , "Sem agendar", daniello@email.com       , "- - -"              , +5561999992457      , "- - -"                , 83629899048, 25/01/2008          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Artes                , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         80,           78,         73,      76,      84,     83,       82,        81,       86,        88,         81,    96, Artes Visuais
          127, "- - -"                     , "- - -" , "15/06/2025 16:12", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       150, "- - -"                   , "Lara Silva"                    , "- - -"              , "Sem agendar", larass@email.com         , "- - -"              , +5541952418076      , "- - -"                , 95098706092, 16/05/2009          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Artes                , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         78,           79,         78,      76,      76,     73,       77,        79,       76,        80,         81,    91, Artes Visuais
          126, "- - -"                     , "- - -" , "15/06/2025 16:10", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       149, "- - -"                   , "Marcelo Penha"                 , "- - -"              , "Sem agendar", marpenha@email.com       , "- - -"              , +5535966245718      , "- - -"                , 16648634006, 13/04/2007          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Artes                , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         61,           62,         64,      63,      61,     59,       61,        63,       66,        67,         62,    81, Artes Visuais
          125, "- - -"                     , "- - -" , "15/06/2025 16:09", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       148, "- - -"                   , "Daniela Silva"                 , "- - -"              , "Sem agendar", danisil@email.com        , "- - -"              , +5532999472581      , "- - -"                , 72529500002, 24/01/2003          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Artes                , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         79,           85,         82,      84,      76,     73,       89,        88,       83,        82,         81,    91, Artes Visuais
          124, "- - -"                     , "- - -" , "15/06/2025 16:05", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       147, "- - -"                   , "Felipe Melo"                   , "- - -"              , "Sem agendar", felipemelo@email.com     , "- - -"              , +5522999001122      , "- - -"                , 69659249004, 18/04/2006          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Artes                , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         60,           61,         77,      73,      58,     53,       62,        71,       78,        64,         62,    82, Cinema
          123, "- - -"                     , "- - -" , "15/06/2025 16:04", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       146, "- - -"                   , "K�tia Lima"                    , "- - -"              , "Sem agendar", katiali@email.com        , "- - -"              , +5531985243611      , "- - -"                , 01563573059, 13/02/2009          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Artes                , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         78,           86,         95,      93,      78,     77,       73,        76,       90,        67,         58,    90, Cinema
          122, "- - -"                     , "- - -" , "15/06/2025 16:02", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       145, "- - -"                   , "Beatriz Cardoso"               , "- - -"              , "Sem agendar", beatriztr@email.com      , "- - -"              , +5511999112244      , "- - -"                , 26839959031, 17/04/2005          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Artes                , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         80,           81,         90,      89,      67,     73,       77,        79,       90,        80,         82,    93, Cinema
          121, "- - -"                     , "- - -" , "15/06/2025 16:00", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       144, "- - -"                   , "Layza Pereira"                 , "- - -"              , "Sem agendar", lalapp@email.com         , "- - -"              , +5532999884433      , "- - -"                , 44298576019, 11/06/2010          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Artes                , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         71,           76,         88,      89,      75,     72,       73,        80,       89,        79,         73,    90, Cinema
          120, "- - -"                     , "- - -" , "15/06/2025 15:57", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       143, "- - -"                   , "Bruna Barreiro"                , "- - -"              , "Sem agendar", brunabrr@email.com       , "- - -"              , +5571998521478      , "- - -"                , 42646709005, 15/03/2010          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Artes                , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         78,           79,         76,      78,      89,     73,       90,        74,       71,        72,         73,    99, Dança
